brand,domain,scr_path,html_path
Facebook,mattglosdubai.com,apwg_sample_4190/2022-09/2022-09-22/2022-09-22-174754.png,apwg_sample_4190/2022-09/2022-09-22/2022-09-22-174754.html
Wells Fargo Bank,pinu4564ps4t.ru,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-171366.png,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-171366.html
Netflix,nextlinks.co.jp,apwg_sample_4190/2022-08/2022-08-25/2022-08-25-268541.png,apwg_sample_4190/2022-08/2022-08-25/2022-08-25-268541.html
Facebook,alicialeon.net,apwg_sample_4190/2023-01/2023-01-04/2023-01-04-243908.png,apwg_sample_4190/2023-01/2023-01-04/2023-01-04-243908.html
Facebook,crytopricebot.000webhostapp.com,apwg_sample_4190/2022-10/2022-10-10/2022-10-10-750354.png,apwg_sample_4190/2022-10/2022-10-10/2022-10-10-750354.html
Namecheap,banco-santander-chille.ml,apwg_sample_4190/2022-09/2022-09-21/2022-09-21-139524.png,apwg_sample_4190/2022-09/2022-09-21/2022-09-21-139524.html
Microsoft,micronotifications.com,apwg_sample_4190/2022-07/2022-07-04/2022-07-04-97970.png,apwg_sample_4190/2022-07/2022-07-04/2022-07-04-97970.html
Credit Agricole,wordpress-844498-2910713.cloudwaysapps.com,apwg_sample_4190/2022-09/2022-09-26/2022-09-26-110619.png,apwg_sample_4190/2022-09/2022-09-26/2022-09-26-110619.html
Facebook,claim-event-pubg.fornews.me,apwg_sample_4190/2023-04/2023-04-30/2023-04-30-53950.png,apwg_sample_4190/2023-04/2023-04-30/2023-04-30-53950.html
Facebook,dsafdsgfdgfdhgf.blogspot.com.eg,apwg_sample_4190/2023-01/2023-01-03/2023-01-03-56100.png,apwg_sample_4190/2023-01/2023-01-03/2023-01-03-56100.html
AT&T,attmailsubjected324567ncdsuytuw7348ed-38eudxwsa.weebly.com,apwg_sample_4190/2023-04/2023-04-14/2023-04-14-29354.png,apwg_sample_4190/2023-04/2023-04-14/2023-04-14-29354.html
Microsoft,wednesday14.c1.biz,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-156817.png,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-156817.html
DHL,www.painspecialistnearme.com,apwg_sample_4190/2022-09/2022-09-12/2022-09-12-234309.png,apwg_sample_4190/2022-09/2022-09-12/2022-09-12-234309.html
Facebook,www.nwaklas.pl,apwg_sample_4190/2022-07/2022-07-02/2022-07-02-119125.png,apwg_sample_4190/2022-07/2022-07-02/2022-07-02-119125.html
Internal Revenue Service,labreport.lk,apwg_sample_4190/2022-09/2022-09-01/2022-09-01-203794.png,apwg_sample_4190/2022-09/2022-09-01/2022-09-01-203794.html
Facebook,jatsinhra.xyz,apwg_sample_4190/2022-12/2022-12-11/2022-12-11-97090.png,apwg_sample_4190/2022-12/2022-12-11/2022-12-11-97090.html
Naver Corporation,storied-blini-e5fe94.netlify.app,apwg_sample_4190/2022-08/2022-08-03/2022-08-03-64319.png,apwg_sample_4190/2022-08/2022-08-03/2022-08-03-64319.html
Facebook,glucky.cfd,apwg_sample_4190/2023-02/2023-02-19/2023-02-19-6512.png,apwg_sample_4190/2023-02/2023-02-19/2023-02-19-6512.html
Facebook,perfil-camilamartins2022.blogspot.pt,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-120383.png,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-120383.html
Facebook,perfil-gabrileoliveira-2022.blogspot.ug,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-122543.png,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-122543.html
Facebook,kauannymoreira-perfil2022.blogspot.co.uk,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-122349.png,apwg_sample_4190/2022-07/2022-07-08/2022-07-08-122349.html
Facebook,nabcy-43.mtfj.xyz,apwg_sample_4190/2023-06/2023-06-18/2023-06-18-187841.png,apwg_sample_4190/2023-06/2023-06-18/2023-06-18-187841.html
DHL,login-address-confirmation.upcpeoria.org,apwg_sample_4190/2022-10/2022-10-10/2022-10-10-798578.png,apwg_sample_4190/2022-10/2022-10-10/2022-10-10-798578.html
Facebook,us--b-250523.blogspot.jp,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-3020.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-3020.html
Wildberries,9lj0eg.cyou,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6297.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6297.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-10006.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-10006.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6444.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6444.html
DHL,vanderkruijs.nl,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-4777.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-4777.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-10359.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-10359.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-4931.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-4931.html
DHL,gennou.com,apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1240604.png,apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1240604.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-5350.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-5350.html
Wells Fargo Bank,www--wellsfargo--com--ae49329d48d6c.wsipv6.com,apwg_sample_4190/2022-08/2022-08-18/2022-08-18-392913.png,apwg_sample_4190/2022-08/2022-08-18/2022-08-18-392913.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-399886.png,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-399886.html
Microsoft Bing,icscards.nl.online-identificatie.allyengroup.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-5901.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-5901.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-398710.png,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-398710.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-370904.png,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-370904.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6402.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6402.html
Standard Bank,zealous-sammet.195-154-23-202.plesk.page,apwg_sample_4190/2022-08/2022-08-25/2022-08-25-258068.png,apwg_sample_4190/2022-08/2022-08-25/2022-08-25-258068.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-369712.png,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-369712.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-13/2022-08-13-116111.png,apwg_sample_4190/2022-08/2022-08-13/2022-08-13-116111.html
International Card Services,icscards.nl.online-identificatie.allyengroup.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-2899.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-2899.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-8834.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-8834.html
Microsoft Bing,icscards.nl.online-identificatie.allyengroup.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-7185.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-7185.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-13/2022-08-13-114713.png,apwg_sample_4190/2022-08/2022-08-13/2022-08-13-114713.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6956.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-6956.html
Facebook,verificationcenter-948564.site,apwg_sample_4190/2022-08/2022-08-20/2022-08-20-98621.png,apwg_sample_4190/2022-08/2022-08-20/2022-08-20-98621.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-467655.png,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-467655.html
DHL,www.esnafbenim.com,apwg_sample_4190/2022-09/2022-09-11/2022-09-11-225325.png,apwg_sample_4190/2022-09/2022-09-11/2022-09-11-225325.html
DHL,hldpz-yqaaa-aaaai-qiesa-cai.raw.ic0.app,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-3709.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-3709.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-407057.png,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-407057.html
Microsoft,divineemploymentsolutions.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-54732.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-54732.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-367709.png,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-367709.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-13/2022-08-13-120802.png,apwg_sample_4190/2022-08/2022-08-13/2022-08-13-120802.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-468068.png,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-468068.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-09/2022-08-09-34610.png,apwg_sample_4190/2022-08/2022-08-09/2022-08-09-34610.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-5669.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-5669.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-407659.png,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-407659.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-473598.png,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-473598.html
Facebook,pubgmdev.biz.id,apwg_sample_4190/2022-11/2022-11-20/2022-11-20-235093.png,apwg_sample_4190/2022-11/2022-11-20/2022-11-20-235093.html
PT Bank Rakyat Indonesia ,brilogin2977.blockerhome.biz.id,apwg_sample_4190/2022-12/2022-12-27/2022-12-27-181775.png,apwg_sample_4190/2022-12/2022-12-27/2022-12-27-181775.html
Facebook,identifyconfirmattendant81522.click,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-7509.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-7509.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-3082.png,apwg_sample_4190/2022-08/2022-08-15/2022-08-15-3082.html
Facebook,3buy.xyz,apwg_sample_4190/2022-10/2022-10-11/2022-10-11-357098.png,apwg_sample_4190/2022-10/2022-10-11/2022-10-11-357098.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-472672.png,apwg_sample_4190/2022-08/2022-08-12/2022-08-12-472672.html
Facebook,successall-564654151.space,apwg_sample_4190/2022-09/2022-09-01/2022-09-01-203947.png,apwg_sample_4190/2022-09/2022-09-01/2022-09-01-203947.html
Facebook,verificationcenter7789775.co.vu,apwg_sample_4190/2022-08/2022-08-19/2022-08-19-123640.png,apwg_sample_4190/2022-08/2022-08-19/2022-08-19-123640.html
Facebook,crocked-mule.000webhostapp.com,apwg_sample_4190/2022-08/2022-08-27/2022-08-27-245310.png,apwg_sample_4190/2022-08/2022-08-27/2022-08-27-245310.html
Wells Fargo Bank,www--wellsfargo--com--en49329d48d6c.wsipv6.com,apwg_sample_4190/2022-08/2022-08-20/2022-08-20-98404.png,apwg_sample_4190/2022-08/2022-08-20/2022-08-20-98404.html
Microsoft Bing,icscards.nl.online-identificatie.allyengroup.com,apwg_sample_4190/2022-08/2022-08-14/2022-08-14-110260.png,apwg_sample_4190/2022-08/2022-08-14/2022-08-14-110260.html
DHL,delivery.buyvenoms.com,apwg_sample_4190/2023-01/2023-01-06/2023-01-06-23845.png,apwg_sample_4190/2023-01/2023-01-06/2023-01-06-23845.html
Facebook,m-perfil-karollynnasouza-2022.blogspot.de,apwg_sample_4190/2022-08/2022-08-05/2022-08-05-27786.png,apwg_sample_4190/2022-08/2022-08-05/2022-08-05-27786.html
Apple,apple-reseller-partner-support-online.com,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-409765.png,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-409765.html
Facebook,m-perfil-com-marianalopes1203.blogspot.se,apwg_sample_4190/2022-08/2022-08-05/2022-08-05-21903.png,apwg_sample_4190/2022-08/2022-08-05/2022-08-05-21903.html
Namecheap,sparkasse.de-server8.club,apwg_sample_4190/2022-08/2022-08-05/2022-08-05-21088.png,apwg_sample_4190/2022-08/2022-08-05/2022-08-05-21088.html
Facebook,m-facebook-gabrielaoliveira.blogspot.sn,apwg_sample_4190/2022-08/2022-08-04/2022-08-04-382371.png,apwg_sample_4190/2022-08/2022-08-04/2022-08-04-382371.html
Santander Bank,agreeablecottonmouth.build067.wpsandbox.app,apwg_sample_4190/2022-12/2022-12-09/2022-12-09-342201.png,apwg_sample_4190/2022-12/2022-12-09/2022-12-09-342201.html
Microsoft,ikihaaa.ga,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-406306.png,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-406306.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-07/2022-08-07-69238.png,apwg_sample_4190/2022-08/2022-08-07/2022-08-07-69238.html
DHL,www.katana17.com,apwg_sample_4190/2022-08/2022-08-08/2022-08-08-473940.png,apwg_sample_4190/2022-08/2022-08-08/2022-08-08-473940.html
Societe Generale Group,agencesgwn011.firebaseapp.com,apwg_sample_4190/2022-09/2022-09-01/2022-09-01-203655.png,apwg_sample_4190/2022-09/2022-09-01/2022-09-01-203655.html
Instagram,fotonewsimgs.brq-tmo.net,apwg_sample_4190/2023-05/2023-05-21/2023-05-21-89693.png,apwg_sample_4190/2023-05/2023-05-21/2023-05-21-89693.html
Facebook,sexphotox98.000webhostapp.com,apwg_sample_4190/2022-08/2022-08-30/2022-08-30-216298.png,apwg_sample_4190/2022-08/2022-08-30/2022-08-30-216298.html
DHL,pangpang.gabia.io,apwg_sample_4190/2022-08/2022-08-08/2022-08-08-475653.png,apwg_sample_4190/2022-08/2022-08-08/2022-08-08-475653.html
Bank of America,mail.corpbancafinance.com,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-411271.png,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-411271.html
FedEx Corporation,a-trk.aj7l.info,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-369974.png,apwg_sample_4190/2022-08/2022-08-11/2022-08-11-369974.html
Credit Agricole,ahuehrtrmougoutaperldonnergherur-bc5faf.ingress-comporellon.ewp.live,apwg_sample_4190/2022-09/2022-09-27/2022-09-27-230461.png,apwg_sample_4190/2022-09/2022-09-27/2022-09-27-230461.html
"SunTrust Banks, Inc.",corpbancafinance.com,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-406919.png,apwg_sample_4190/2022-08/2022-08-10/2022-08-10-406919.html
Trust Wallet,stakingmigrate899897878.live,apwg_sample_4190/2023-02/2023-02-04/2023-02-04-144547.png,apwg_sample_4190/2023-02/2023-02-04/2023-02-04-144547.html
Meta,helpcentral85647.click,apwg_sample_4190/2023-02/2023-02-28/2023-02-28-141745.png,apwg_sample_4190/2023-02/2023-02-28/2023-02-28-141745.html
Facebook,fb-checkpoint-256487692314878.ga,apwg_sample_4190/2022-08/2022-08-09/2022-08-09-33153.png,apwg_sample_4190/2022-08/2022-08-09/2022-08-09-33153.html
Facebook,mods-because-bryan-donations.trycloudflare.com,apwg_sample_4190/2023-03/2023-03-05/2023-03-05-9445.png,apwg_sample_4190/2023-03/2023-03-05/2023-03-05-9445.html
AT&T,servicess.godaddysites.com,apwg_sample_4190/2023-03/2023-03-01/2023-03-01-15187.png,apwg_sample_4190/2023-03/2023-03-01/2023-03-01-15187.html
Standard Bank,www.harborviewfunding.com,apwg_sample_4190/2022-08/2022-08-07/2022-08-07-68628.png,apwg_sample_4190/2022-08/2022-08-07/2022-08-07-68628.html
Facebook,fbvote-international-program-contest--snigdha.000webhostapp.com,apwg_sample_4190/2022-09/2022-09-06/2022-09-06-220430.png,apwg_sample_4190/2022-09/2022-09-06/2022-09-06-220430.html
Yahoo,cjhoyf.shop,apwg_sample_4190/2022-12/2022-12-07/2022-12-07-167276.png,apwg_sample_4190/2022-12/2022-12-07/2022-12-07-167276.html
Facebook,metaplatform-policyissues144.tk,apwg_sample_4190/2022-08/2022-08-31/2022-08-31-455920.png,apwg_sample_4190/2022-08/2022-08-31/2022-08-31-455920.html
Facebook,activated-1356367.click,apwg_sample_4190/2022-08/2022-08-31/2022-08-31-456514.png,apwg_sample_4190/2022-08/2022-08-31/2022-08-31-456514.html
Sparkasse,spksupport-verifizierung.de,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-65509.png,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-65509.html
Wells Fargo Bank,pinu4564ps4t.ru,apwg_sample_4190/2022-08/2022-08-30/2022-08-30-217588.png,apwg_sample_4190/2022-08/2022-08-30/2022-08-30-217588.html
Facebook,faceebook.trendinmusic.com,apwg_sample_4190/2022-08/2022-08-29/2022-08-29-47175.png,apwg_sample_4190/2022-08/2022-08-29/2022-08-29-47175.html
PayPal,a.dwnl.my.id,apwg_sample_4190/2022-10/2022-10-30/2022-10-30-166325.png,apwg_sample_4190/2022-10/2022-10-30/2022-10-30-166325.html
Facebook,verif5532.space,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-72611.png,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-72611.html
Hostinger,notification-alert.net,apwg_sample_4190/2022-12/2022-12-08/2022-12-08-333256.png,apwg_sample_4190/2022-12/2022-12-08/2022-12-08-333256.html
Wells Fargo Bank,pinu4564ps4t.ru,apwg_sample_4190/2022-09/2022-09-20/2022-09-20-56776.png,apwg_sample_4190/2022-09/2022-09-20/2022-09-20-56776.html
Facebook,bgmi.devilshizuvip.xyz,apwg_sample_4190/2023-02/2023-02-24/2023-02-24-38763.png,apwg_sample_4190/2023-02/2023-02-24/2023-02-24-38763.html
Microsoft,www.advetrading.com,apwg_sample_4190/2022-09/2022-09-29/2022-09-29-186980.png,apwg_sample_4190/2022-09/2022-09-29/2022-09-29-186980.html
Microsoft,www.eiliashop.com,apwg_sample_4190/2023-02/2023-02-21/2023-02-21-8515.png,apwg_sample_4190/2023-02/2023-02-21/2023-02-21-8515.html
Chase Bank,mail.cybtechsite.com.ng,apwg_sample_4190/2022-08/2022-08-29/2022-08-29-46266.png,apwg_sample_4190/2022-08/2022-08-29/2022-08-29-46266.html
Wells Fargo Bank,coltok.com,apwg_sample_4190/2023-04/2023-04-11/2023-04-11-66.png,apwg_sample_4190/2023-04/2023-04-11/2023-04-11-66.html
Facebook,offdown998.site,apwg_sample_4190/2022-09/2022-09-16/2022-09-16-17847.png,apwg_sample_4190/2022-09/2022-09-16/2022-09-16-17847.html
Apple,mgrecipes.com,apwg_sample_4190/2022-09/2022-09-06/2022-09-06-219987.png,apwg_sample_4190/2022-09/2022-09-06/2022-09-06-219987.html
Alaska USA Federal Credit Union,alsekausa.com,apwg_sample_4190/2022-10/2022-10-05/2022-10-05-964593.png,apwg_sample_4190/2022-10/2022-10-05/2022-10-05-964593.html
Facebook,metoocfo29fanpagee-135.pw,apwg_sample_4190/2022-08/2022-08-21/2022-08-21-204927.png,apwg_sample_4190/2022-08/2022-08-21/2022-08-21-204927.html
Facebook,officall.bgmii.in,apwg_sample_4190/2022-09/2022-09-04/2022-09-04-47853.png,apwg_sample_4190/2022-09/2022-09-04/2022-09-04-47853.html
Facebook,pageconfirmation887816.co.vu,apwg_sample_4190/2022-09/2022-09-08/2022-09-08-85107.png,apwg_sample_4190/2022-09/2022-09-08/2022-09-08-85107.html
Facebook,jangansuspen.my.id,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-162105.png,apwg_sample_4190/2022-09/2022-09-14/2022-09-14-162105.html
DHL,intelligence.hk,apwg_sample_4190/2022-09/2022-09-13/2022-09-13-86464.png,apwg_sample_4190/2022-09/2022-09-13/2022-09-13-86464.html
Facebook,000vipwolf00.000webhostapp.com,apwg_sample_4190/2022-09/2022-09-03/2022-09-03-152091.png,apwg_sample_4190/2022-09/2022-09-03/2022-09-03-152091.html
Facebook,activationteam994656.co.vu,apwg_sample_4190/2022-09/2022-09-10/2022-09-10-147925.png,apwg_sample_4190/2022-09/2022-09-10/2022-09-10-147925.html
PT Bank Rakyat Indonesia ,info-layanan-bank.my.id,apwg_sample_4190/2022-12/2022-12-30/2022-12-30-65946.png,apwg_sample_4190/2022-12/2022-12-30/2022-12-30-65946.html
Wells Fargo Bank,coltok.com,apwg_sample_4190/2023-04/2023-04-03/2023-04-03-79750.png,apwg_sample_4190/2023-04/2023-04-03/2023-04-03-79750.html
Facebook,facebook10002.ml,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-61346.png,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-61346.html
Facebook,metapoint6005807.ml,apwg_sample_4190/2022-09/2022-09-17/2022-09-17-19970.png,apwg_sample_4190/2022-09/2022-09-17/2022-09-17-19970.html
AT&T,xbeualskdgjf.godaddysites.com,apwg_sample_4190/2023-02/2023-02-17/2023-02-17-44863.png,apwg_sample_4190/2023-02/2023-02-17/2023-02-17-44863.html
Facebook,freefirereward773.blogspot.com,apwg_sample_4190/2023-02/2023-02-15/2023-02-15-102486.png,apwg_sample_4190/2023-02/2023-02-15/2023-02-15-102486.html
Facebook,mlbb.iiuubri.live,apwg_sample_4190/2022-10/2022-10-24/2022-10-24-272356.png,apwg_sample_4190/2022-10/2022-10-24/2022-10-24-272356.html
Facebook,1000036598795625.ml,apwg_sample_4190/2022-09/2022-09-17/2022-09-17-21662.png,apwg_sample_4190/2022-09/2022-09-17/2022-09-17-21662.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52985.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52985.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51897.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51897.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-398993.png,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-398993.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51340.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51340.html
Facebook,whoujeoise-985876.space,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-73280.png,apwg_sample_4190/2022-09/2022-09-15/2022-09-15-73280.html
DHL,dhllify.georgejohnrealestate.com,apwg_sample_4190/2022-08/2022-08-18/2022-08-18-390282.png,apwg_sample_4190/2022-08/2022-08-18/2022-08-18-390282.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-48681.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-48681.html
Microsoft Bing,icscards.nl.online-identificatie.vizagsmiles.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52969.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52969.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51067.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51067.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-50145.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-50145.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-49132.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-49132.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-18/2022-08-18-387998.png,apwg_sample_4190/2022-08/2022-08-18/2022-08-18-387998.html
M&T Bank Corporation,mtb.com.j-tropical-crops.com,apwg_sample_4190/2023-03/2023-03-01/2023-03-01-15387.png,apwg_sample_4190/2023-03/2023-03-01/2023-03-01-15387.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51621.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-51621.html
Microsoft,uytretyuiouyt.duckdns.org,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-50765.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-50765.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-49688.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-49688.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-50680.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-50680.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-48767.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-48767.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-53153.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-53153.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-49074.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-49074.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-54579.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-54579.html
PT Bank Rakyat Indonesia ,sytem-bri-terkini.com,apwg_sample_4190/2022-10/2022-10-25/2022-10-25-1029642.png,apwg_sample_4190/2022-10/2022-10-25/2022-10-25-1029642.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-398964.png,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-398964.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-53019.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-53019.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-55195.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-55195.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-399141.png,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-399141.html
ING Group,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52379.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52379.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52500.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52500.html
Microsoft Bing,kvraustralia.com,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52696.png,apwg_sample_4190/2022-08/2022-08-17/2022-08-17-52696.html
Microsoft Bing,hoa.silverstartelluride.com,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-401786.png,apwg_sample_4190/2022-08/2022-08-16/2022-08-16-401786.html
