brand,scr_path,pred_brand
DHL,apwg451514/2022-11/2022-11-01/2022-11-01-191308.png,DHL
Credit Suisse Group AG,apwg451514/2022-11/2022-11-29/2022-11-29-193602.png,Etisalat
DHL,apwg451514/2022-11/2022-11-29/2022-11-29-195402.png,DHL
Itau,apwg451514/2022-11/2022-11-29/2022-11-29-196226.png,Apple
DHL,apwg451514/2022-11/2022-11-29/2022-11-29-196243.png,DHL
DHL,apwg451514/2022-11/2022-11-29/2022-11-29-196458.png,DHL
DHL,apwg451514/2022-11/2022-11-04/2022-11-04-200348.png,DHL
DHL,apwg451514/2022-11/2022-11-04/2022-11-04-202342.png,DHL
PayPal,apwg451514/2022-11/2022-11-04/2022-11-04-202980.png,PayPal
DHL,apwg451514/2022-11/2022-11-03/2022-11-03-211527.png,DHL
DHL,apwg451514/2022-11/2022-11-08/2022-11-08-239662.png,DHL
DHL,apwg451514/2022-11/2022-11-16/2022-11-16-246821.png,DHL
DHL,apwg451514/2022-11/2022-11-26/2022-11-26-250572.png,DHL
DHL,apwg451514/2022-11/2022-11-26/2022-11-26-252540.png,DHL
DHL,apwg451514/2022-11/2022-11-26/2022-11-26-253372.png,DHL
Santander Bank,apwg451514/2022-11/2022-11-26/2022-11-26-255528.png,Deutsche Telekom
PayPal,apwg451514/2022-11/2022-11-07/2022-11-07-258320.png,PayPal
DHL,apwg451514/2022-11/2022-11-07/2022-11-07-259141.png,DHL
Microsoft Bing,apwg451514/2022-12/2022-12-29/2022-12-29-1662.png,ms_bing
Instagram,apwg451514/2022-12/2022-12-29/2022-12-29-3328.png,Microsoft OneDrive
DHL,apwg451514/2022-12/2022-12-29/2022-12-29-3949.png,DHL
Microsoft Bing,apwg451514/2022-12/2022-12-29/2022-12-29-5045.png,ms_bing
Facebook,apwg451514/2022-12/2022-12-16/2022-12-16-12788.png,db
Facebook,apwg451514/2022-12/2022-12-16/2022-12-16-13562.png,Dropbox
Facebook,apwg451514/2022-12/2022-12-16/2022-12-16-14210.png,eBay
Navy Federal Credit Union,apwg451514/2022-12/2022-12-16/2022-12-16-19144.png,Navy Federal Credit Union
Microsoft Bing,apwg451514/2022-12/2022-12-31/2022-12-31-52910.png,Netflix
Instagram,apwg451514/2022-12/2022-12-31/2022-12-31-54228.png,Microsoft OneDrive
WhatsApp,apwg451514/2022-12/2022-12-25/2022-12-25-60757.png,tech_target
AT&T,apwg451514/2022-12/2022-12-30/2022-12-30-65165.png,"Twitter, Inc"
Credit Agricole,apwg451514/2022-12/2022-12-15/2022-12-15-91740.png,otrs
DHL,apwg451514/2022-12/2022-12-11/2022-12-11-98770.png,DHL
Sparkasse,apwg451514/2022-12/2022-12-18/2022-12-18-110317.png,Sparkasse Bank
Facebook,apwg451514/2022-12/2022-12-18/2022-12-18-117408.png,eBay
Microsoft Bing,apwg451514/2022-12/2022-12-01/2022-12-01-128437.png,Microsoft OneDrive
Facebook,apwg451514/2022-12/2022-12-01/2022-12-01-132202.png,Dropbox
Microsoft Bing,apwg451514/2022-12/2022-12-01/2022-12-01-136767.png,Microsoft OneDrive
"Rakuten Group, Inc.",apwg451514/2022-12/2022-12-01/2022-12-01-138646.png,Canadian Imperial Bank of Commerce
Microsoft Bing,apwg451514/2022-12/2022-12-28/2022-12-28-142958.png,Microsoft OneDrive
Microsoft Bing,apwg451514/2022-12/2022-12-28/2022-12-28-143035.png,Facebook
DHL,apwg451514/2022-12/2022-12-28/2022-12-28-144004.png,DHL
DHL,apwg451514/2022-12/2022-12-28/2022-12-28-144093.png,DHL
Facebook,apwg451514/2022-12/2022-12-05/2022-12-05-146242.png,Dropbox
DHL,apwg451514/2022-12/2022-12-05/2022-12-05-154646.png,DHL
Instagram,apwg451514/2022-12/2022-12-07/2022-12-07-160417.png,Microsoft OneDrive
Microsoft Bing,apwg451514/2022-12/2022-12-07/2022-12-07-165187.png,RuneScape
DHL,apwg451514/2022-12/2022-12-07/2022-12-07-165347.png,DHL
DHL,apwg451514/2022-12/2022-12-07/2022-12-07-167944.png,DHL
ING Group,apwg451514/2022-12/2022-12-24/2022-12-24-169170.png,Capitec Bank Limited
DHL,apwg451514/2022-12/2022-12-24/2022-12-24-175618.png,DHL
Facebook,apwg451514/2022-12/2022-12-24/2022-12-24-176143.png,Dropbox
DHL,apwg451514/2022-12/2022-12-27/2022-12-27-191182.png,DHL
Facebook,apwg451514/2022-12/2022-12-21/2022-12-21-193438.png,Standard Chartered Bank
Microsoft Bing,apwg451514/2022-12/2022-12-17/2022-12-17-212174.png,ms_bing
DHL,apwg451514/2022-12/2022-12-06/2022-12-06-244405.png,DHL
DHL,apwg451514/2022-12/2022-12-06/2022-12-06-247279.png,DHL
Facebook,apwg451514/2022-12/2022-12-13/2022-12-13-250626.png,Dropbox
Microsoft Bing,apwg451514/2022-12/2022-12-13/2022-12-13-253900.png,RBC Royal Bank
DHL,apwg451514/2022-12/2022-12-13/2022-12-13-261545.png,DHL
Facebook,apwg451514/2022-12/2022-12-13/2022-12-13-267868.png,Microsoft OneDrive
DHL,apwg451514/2022-12/2022-12-04/2022-12-04-274613.png,DHL
DHL,apwg451514/2022-12/2022-12-04/2022-12-04-275287.png,DHL
DHL,apwg451514/2022-12/2022-12-02/2022-12-02-296077.png,DHL
Facebook,apwg451514/2022-12/2022-12-19/2022-12-19-303521.png,Facebook
Facebook,apwg451514/2022-12/2022-12-19/2022-12-19-308443.png,RuneScape
Microsoft Bing,apwg451514/2022-12/2022-12-19/2022-12-19-316139.png,Absa Group
DHL,apwg451514/2022-12/2022-12-22/2022-12-22-321987.png,DHL
Facebook,apwg451514/2022-12/2022-12-22/2022-12-22-329768.png,Standard Chartered Bank
DHL,apwg451514/2022-12/2022-12-08/2022-12-08-335327.png,DHL
Navy Federal Credit Union,apwg451514/2022-12/2022-12-08/2022-12-08-337703.png,Navy Federal Credit Union
Wells Fargo Bank,apwg451514/2023-01/2023-01-26/2023-01-26-8634.png,DHL
DHL,apwg451514/2023-01/2023-01-11/2023-01-11-14595.png,DHL
DHL,apwg451514/2023-01/2023-01-11/2023-01-11-16911.png,DHL
DHL,apwg451514/2023-01/2023-01-06/2023-01-06-18338.png,DHL
Instagram,apwg451514/2023-01/2023-01-22/2023-01-22-39061.png,Instagram
DHL,apwg451514/2023-01/2023-01-03/2023-01-03-57910.png,DHL
Facebook,apwg451514/2023-01/2023-01-24/2023-01-24-69124.png,Chase Personal Banking
Microsoft Bing,apwg451514/2023-01/2023-01-02/2023-01-02-73760.png,Microsoft OneDrive
DHL,apwg451514/2023-01/2023-01-02/2023-01-02-77106.png,DHL
Wells Fargo Bank,apwg451514/2023-01/2023-01-13/2023-01-13-77818.png,Absa Group
Absa Bank,apwg451514/2023-01/2023-01-13/2023-01-13-78820.png,DHL
Wells Fargo Bank,apwg451514/2023-01/2023-01-13/2023-01-13-79707.png,Absa Group
DHL,apwg451514/2023-01/2023-01-30/2023-01-30-86487.png,DHL
Facebook,apwg451514/2023-01/2023-01-10/2023-01-10-106587.png,Microsoft OneDrive
DHL,apwg451514/2023-01/2023-01-05/2023-01-05-112496.png,DHL
Absa Bank,apwg451514/2023-01/2023-01-05/2023-01-05-113285.png,Absa Group
Facebook,apwg451514/2023-01/2023-01-07/2023-01-07-114609.png,Adobe
DHL,apwg451514/2023-01/2023-01-14/2023-01-14-121790.png,DHL
DHL,apwg451514/2023-01/2023-01-14/2023-01-14-121886.png,DHL
DHL,apwg451514/2023-01/2023-01-14/2023-01-14-122518.png,DHL
Microsoft Bing,apwg451514/2023-01/2023-01-19/2023-01-19-129701.png,Google
DHL,apwg451514/2023-01/2023-01-09/2023-01-09-134788.png,DHL
Facebook,apwg451514/2023-01/2023-01-18/2023-01-18-138660.png,Adobe
DHL,apwg451514/2023-01/2023-01-20/2023-01-20-157690.png,DHL
Apple,apwg451514/2023-01/2023-01-12/2023-01-12-170853.png,Apple
Outlook,apwg451514/2023-01/2023-01-12/2023-01-12-174188.png,"Twitter, Inc"
ING Group,apwg451514/2023-01/2023-01-16/2023-01-16-183337.png,capital_one
DHL,apwg451514/2023-01/2023-01-16/2023-01-16-191395.png,DHL
Facebook,apwg451514/2023-01/2023-01-31/2023-01-31-205916.png,Adobe
DHL,apwg451514/2023-01/2023-01-31/2023-01-31-215023.png,DHL
DHL,apwg451514/2023-01/2023-01-21/2023-01-21-230019.png,DHL
Absa Bank,apwg451514/2023-01/2023-01-17/2023-01-17-235498.png,Absa Group
DHL,apwg451514/2023-01/2023-01-17/2023-01-17-239619.png,DHL
Microsoft Bing,apwg451514/2023-01/2023-01-04/2023-01-04-245754.png,ms_bing
Facebook,apwg451514/2023-01/2023-01-25/2023-01-25-247384.png,Dropbox
DHL,apwg451514/2023-01/2023-01-25/2023-01-25-252329.png,DHL
Facebook,apwg451514/2023-01/2023-01-25/2023-01-25-254819.png,Dropbox
DHL,apwg451514/2023-01/2023-01-25/2023-01-25-256229.png,DHL
La Banque Postale,apwg451514/2023-01/2023-01-25/2023-01-25-256541.png,Standard Chartered Bank
eBay,apwg451514/2023-01/2023-01-25/2023-01-25-258432.png,Adobe
DHL,apwg451514/2023-01/2023-01-27/2023-01-27-269571.png,DHL
Magazine Luiza,apwg451514/2023-01/2023-01-27/2023-01-27-273607.png,Facebook
DHL,apwg451514/2023-01/2023-01-27/2023-01-27-283148.png,DHL
DHL,apwg451514/2023-01/2023-01-27/2023-01-27-283387.png,DHL
DHL,apwg451514/2023-01/2023-01-15/2023-01-15-291674.png,DHL
DHL,apwg451514/2023-01/2023-01-15/2023-01-15-291928.png,DHL
DHL,apwg451514/2023-01/2023-01-15/2023-01-15-292401.png,DHL
Naver Corporation,apwg451514/2023-02/2023-02-09/2023-02-09-552.png,file_transfer
Yahoo,apwg451514/2023-02/2023-02-13/2023-02-13-2517.png,Telstra Corporation Limited
"Rakuten Group, Inc.",apwg451514/2023-02/2023-02-25/2023-02-25-7073.png,Canadian Imperial Bank of Commerce
Facebook,apwg451514/2023-02/2023-02-20/2023-02-20-10178.png,Standard Chartered Bank
Microsoft Bing,apwg451514/2023-02/2023-02-08/2023-02-08-14553.png,1&1 Ionos
Microsoft Bing,apwg451514/2023-02/2023-02-08/2023-02-08-15237.png,Microsoft OneDrive
DHL,apwg451514/2023-02/2023-02-08/2023-02-08-15503.png,DHL
Facebook,apwg451514/2023-02/2023-02-12/2023-02-12-20095.png,Facebook
Facebook,apwg451514/2023-02/2023-02-26/2023-02-26-21250.png,Dropbox
Instagram,apwg451514/2023-02/2023-02-27/2023-02-27-23400.png,Instagram
DHL,apwg451514/2023-02/2023-02-05/2023-02-05-24881.png,DHL
Facebook,apwg451514/2023-02/2023-02-05/2023-02-05-28396.png,MBNA Corportation
Facebook,apwg451514/2023-02/2023-02-05/2023-02-05-34312.png,db
Facebook,apwg451514/2023-02/2023-02-05/2023-02-05-35486.png,db
Facebook,apwg451514/2023-02/2023-02-17/2023-02-17-44137.png,MBNA Corportation
Facebook,apwg451514/2023-02/2023-02-03/2023-02-03-50798.png,Dropbox
Wells Fargo Bank,apwg451514/2023-02/2023-02-03/2023-02-03-56863.png,Absa Group
Microsoft Bing,apwg451514/2023-02/2023-02-03/2023-02-03-59606.png,ms_bing
Deutsche Bank AG,apwg451514/2023-02/2023-02-03/2023-02-03-61221.png,db
Facebook,apwg451514/2023-02/2023-02-03/2023-02-03-64050.png,Standard Chartered Bank
Facebook,apwg451514/2023-02/2023-02-07/2023-02-07-71475.png,Dropbox
Facebook,apwg451514/2023-02/2023-02-02/2023-02-02-94204.png,Dropbox
Navy Federal Credit Union,apwg451514/2023-02/2023-02-02/2023-02-02-97416.png,Navy Federal Credit Union
Facebook,apwg451514/2023-02/2023-02-23/2023-02-23-99692.png,Dropbox
Facebook,apwg451514/2023-02/2023-02-23/2023-02-23-100051.png,TalkTalk Communications
Facebook,apwg451514/2023-02/2023-02-15/2023-02-15-103590.png,Microsoft OneDrive
Facebook,apwg451514/2023-02/2023-02-06/2023-02-06-108511.png,Dropbox
Alaska USA Federal Credit Union,apwg451514/2023-02/2023-02-06/2023-02-06-111991.png,Alaska USA Federal Credit Union
DHL,apwg451514/2023-02/2023-02-06/2023-02-06-114600.png,DHL
DHL,apwg451514/2023-02/2023-02-01/2023-02-01-131679.png,DHL
DHL,apwg451514/2023-02/2023-02-01/2023-02-01-135333.png,DHL
Facebook,apwg451514/2023-02/2023-02-28/2023-02-28-141649.png,Standard Chartered Bank
Facebook,apwg451514/2023-02/2023-02-28/2023-02-28-141848.png,Standard Chartered Bank
Microsoft Bing,apwg451514/2023-02/2023-02-04/2023-02-04-152579.png,ms_bing
Facebook,apwg451514/2023-03/2023-03-09/2023-03-09-4506.png,bradesco
Facebook,apwg451514/2023-03/2023-03-07/2023-03-07-15807.png,AT&T
Wells Fargo Bank,apwg451514/2023-03/2023-03-10/2023-03-10-29436.png,DHL
Chase Bank,apwg451514/2023-04/2023-04-11/2023-04-11-130.png,Chase Personal Banking
Facebook,apwg451514/2023-04/2023-04-11/2023-04-11-2168.png,Dropbox
Huntington Bank,apwg451514/2023-04/2023-04-28/2023-04-28-8615.png,GoDaddy
Facebook,apwg451514/2023-04/2023-04-28/2023-04-28-10803.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-04/2023-04-04-15707.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-16/2023-04-16-18195.png,Adobe
Facebook,apwg451514/2023-04/2023-04-20/2023-04-20-19065.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-20/2023-04-20-19224.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-09/2023-04-09-20128.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-25/2023-04-25-37819.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-07/2023-04-07-41528.png,RuneScape
Facebook,apwg451514/2023-04/2023-04-06/2023-04-06-51905.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-06/2023-04-06-53371.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-30/2023-04-30-53831.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-30/2023-04-30-54057.png,snapchat
Facebook,apwg451514/2023-04/2023-04-30/2023-04-30-54139.png,snapchat
Itau,apwg451514/2023-04/2023-04-18/2023-04-18-55424.png,Itau Unibanco S.A
Facebook,apwg451514/2023-04/2023-04-12/2023-04-12-66623.png,Dropbox
Absa Bank,apwg451514/2023-04/2023-04-12/2023-04-12-68309.png,Absa Group
Facebook,apwg451514/2023-04/2023-04-13/2023-04-13-69165.png,Dropbox
AT&T,apwg451514/2023-04/2023-04-13/2023-04-13-70079.png,DocuSign
Itau,apwg451514/2023-04/2023-04-01/2023-04-01-71100.png,MWeb
Facebook,apwg451514/2023-04/2023-04-05/2023-04-05-72605.png,Dropbox
eBay,apwg451514/2023-04/2023-04-27/2023-04-27-74902.png,Bankia
Facebook,apwg451514/2023-04/2023-04-27/2023-04-27-75320.png,"Airbnb, Inc"
Facebook,apwg451514/2023-04/2023-04-03/2023-04-03-77756.png,Dropbox
Facebook,apwg451514/2023-04/2023-04-03/2023-04-03-79873.png,Microsoft OneDrive
WhatsApp,apwg451514/2023-04/2023-04-03/2023-04-03-80141.png,tech_target
"Rakuten Group, Inc.",apwg451514/2023-05/2023-05-17/2023-05-17-2511.png,DHL
"Rakuten Group, Inc.",apwg451514/2023-05/2023-05-18/2023-05-18-5641.png,DHL
Facebook,apwg451514/2023-05/2023-05-06/2023-05-06-6397.png,Dropbox
Instagram,apwg451514/2023-05/2023-05-06/2023-05-06-7349.png,Instagram
Facebook,apwg451514/2023-05/2023-05-12/2023-05-12-17249.png,Dropbox
Facebook,apwg451514/2023-05/2023-05-31/2023-05-31-22266.png,Facebook
Facebook,apwg451514/2023-05/2023-05-31/2023-05-31-22949.png,Facebook
Facebook,apwg451514/2023-05/2023-05-31/2023-05-31-23732.png,Facebook
Facebook,apwg451514/2023-05/2023-05-31/2023-05-31-24324.png,Facebook
DHL,apwg451514/2023-05/2023-05-31/2023-05-31-24566.png,DHL
Facebook,apwg451514/2023-05/2023-05-26/2023-05-26-35197.png,"Airbnb, Inc"
Facebook,apwg451514/2023-05/2023-05-26/2023-05-26-35707.png,"Airbnb, Inc"
Facebook,apwg451514/2023-05/2023-05-26/2023-05-26-43088.png,snapchat
Facebook,apwg451514/2023-05/2023-05-26/2023-05-26-43304.png,"Airbnb, Inc"
Facebook,apwg451514/2023-05/2023-05-26/2023-05-26-45924.png,"Airbnb, Inc"
Facebook,apwg451514/2023-05/2023-05-26/2023-05-26-46777.png,"Airbnb, Inc"
Chase Bank,apwg451514/2023-05/2023-05-25/2023-05-25-48814.png,PayPal
Facebook,apwg451514/2023-05/2023-05-25/2023-05-25-52383.png,Facebook
Facebook,apwg451514/2023-05/2023-05-03/2023-05-03-55228.png,snapchat
Facebook,apwg451514/2023-05/2023-05-07/2023-05-07-63179.png,bradesco
"Rakuten Group, Inc.",apwg451514/2023-05/2023-05-16/2023-05-16-66109.png,DHL
"Rakuten Group, Inc.",apwg451514/2023-05/2023-05-16/2023-05-16-66474.png,DHL
Credit Agricole,apwg451514/2023-05/2023-05-16/2023-05-16-69590.png,tech_target
Facebook,apwg451514/2023-05/2023-05-16/2023-05-16-70817.png,Dropbox
Adobe,apwg451514/2023-05/2023-05-16/2023-05-16-71616.png,Orange
M&T Bank Corporation,apwg451514/2023-05/2023-05-30/2023-05-30-76900.png,M & T Bank Coporation
Facebook,apwg451514/2023-05/2023-05-02/2023-05-02-80437.png,Dropbox
"Rakuten Group, Inc.",apwg451514/2023-05/2023-05-22/2023-05-22-83098.png,DHL
Facebook,apwg451514/2023-05/2023-05-22/2023-05-22-84305.png,Dropbox
Facebook,apwg451514/2023-05/2023-05-22/2023-05-22-85507.png,Dropbox
Facebook,apwg451514/2023-05/2023-05-21/2023-05-21-87864.png,snapchat
Facebook,apwg451514/2023-05/2023-05-27/2023-05-27-97572.png,snapchat
Facebook,apwg451514/2023-05/2023-05-27/2023-05-27-97873.png,"Airbnb, Inc"
Facebook,apwg451514/2023-05/2023-05-27/2023-05-27-97923.png,"Airbnb, Inc"
Facebook,apwg451514/2023-05/2023-05-28/2023-05-28-112194.png,snapchat
Facebook,apwg451514/2023-05/2023-05-29/2023-05-29-128457.png,Apple
Facebook,apwg451514/2023-05/2023-05-29/2023-05-29-128567.png,Apple
Instagram,apwg451514/2023-05/2023-05-29/2023-05-29-128571.png,Instagram
Facebook,apwg451514/2023-05/2023-05-29/2023-05-29-129466.png,Apple
Facebook,apwg451514/2023-05/2023-05-29/2023-05-29-131513.png,Apple
Facebook,apwg451514/2023-05/2023-05-29/2023-05-29-132316.png,Apple
Facebook,apwg451514/2023-05/2023-05-29/2023-05-29-133201.png,Apple
Facebook,apwg451514/2023-05/2023-05-10/2023-05-10-135151.png,Dropbox
Facebook,apwg451514/2023-05/2023-05-14/2023-05-14-137509.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-13/2023-06-13-11906.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-14897.png,Facebook
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-16813.png,Facebook
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-17724.png,Apple
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-19333.png,Facebook
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-19491.png,Apple
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-20757.png,Apple
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-22233.png,Facebook
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-23208.png,Apple
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-27110.png,Facebook
Facebook,apwg451514/2023-06/2023-06-02/2023-06-02-28259.png,Apple
Facebook,apwg451514/2023-06/2023-06-07/2023-06-07-35603.png,Apple
Facebook,apwg451514/2023-06/2023-06-07/2023-06-07-40086.png,Apple
Facebook,apwg451514/2023-06/2023-06-07/2023-06-07-40152.png,Apple
Facebook,apwg451514/2023-06/2023-06-11/2023-06-11-41595.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-03/2023-06-03-42608.png,Apple
Facebook,apwg451514/2023-06/2023-06-03/2023-06-03-43738.png,Apple
Facebook,apwg451514/2023-06/2023-06-03/2023-06-03-44354.png,Apple
Facebook,apwg451514/2023-06/2023-06-03/2023-06-03-44694.png,Apple
Facebook,apwg451514/2023-06/2023-06-09/2023-06-09-57374.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-04/2023-06-04-61086.png,Apple
Facebook,apwg451514/2023-06/2023-06-04/2023-06-04-62131.png,Apple
Facebook,apwg451514/2023-06/2023-06-04/2023-06-04-62799.png,Apple
Facebook,apwg451514/2023-06/2023-06-04/2023-06-04-63765.png,eBay
Facebook,apwg451514/2023-06/2023-06-04/2023-06-04-68558.png,Apple
Facebook,apwg451514/2023-06/2023-06-26/2023-06-26-72694.png,Standard Chartered Bank
Facebook,apwg451514/2023-06/2023-06-01/2023-06-01-79596.png,Apple
Adobe,apwg451514/2023-06/2023-06-01/2023-06-01-80533.png,Standard Chartered Bank
Facebook,apwg451514/2023-06/2023-06-01/2023-06-01-84237.png,Apple
Facebook,apwg451514/2023-06/2023-06-05/2023-06-05-87816.png,Apple
Facebook,apwg451514/2023-06/2023-06-05/2023-06-05-88078.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-05/2023-06-05-89319.png,Apple
Facebook,apwg451514/2023-06/2023-06-05/2023-06-05-89699.png,Apple
Facebook,apwg451514/2023-06/2023-06-23/2023-06-23-96118.png,Facebook
Facebook,apwg451514/2023-06/2023-06-23/2023-06-23-102221.png,Apple
Facebook,apwg451514/2023-06/2023-06-23/2023-06-23-103694.png,Facebook
Sumitomo Mitsui Banking Corporation,apwg451514/2023-06/2023-06-23/2023-06-23-105097.png,wp60
Sumitomo Mitsui Banking Corporation,apwg451514/2023-06/2023-06-23/2023-06-23-107404.png,wp60
Sumitomo Mitsui Banking Corporation,apwg451514/2023-06/2023-06-23/2023-06-23-109365.png,wp60
Sumitomo Mitsui Banking Corporation,apwg451514/2023-06/2023-06-23/2023-06-23-112564.png,wp60
Facebook,apwg451514/2023-06/2023-06-12/2023-06-12-115001.png,Square
Facebook,apwg451514/2023-06/2023-06-12/2023-06-12-115392.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-12/2023-06-12-115954.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-22/2023-06-22-122135.png,Apple
Facebook,apwg451514/2023-06/2023-06-22/2023-06-22-125746.png,Apple
Facebook,apwg451514/2023-06/2023-06-16/2023-06-16-132627.png,Made-In-China
Facebook,apwg451514/2023-06/2023-06-16/2023-06-16-134610.png,Made-In-China
Facebook,apwg451514/2023-06/2023-06-19/2023-06-19-138205.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-19/2023-06-19-140955.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-19/2023-06-19-148175.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-14/2023-06-14-150659.png,Dropbox
Facebook,apwg451514/2023-06/2023-06-14/2023-06-14-152662.png,Standard Chartered Bank
Facebook,apwg451514/2023-06/2023-06-30/2023-06-30-165668.png,Apple
Facebook,apwg451514/2023-06/2023-06-06/2023-06-06-175668.png,Apple
Facebook,apwg451514/2023-06/2023-06-18/2023-06-18-186922.png,Dropbox
Naver Corporation,apwg451514/2023-06/2023-06-18/2023-06-18-187389.png,Naver
Facebook,apwg451514/2023-06/2023-06-18/2023-06-18-187494.png,Dropbox
Apple,apwg451514/2023-07/2023-07-10/2023-07-10-1357.png,Amazon
Apple,apwg451514/2023-07/2023-07-10/2023-07-10-2115.png,Amazon
Apple,apwg451514/2023-07/2023-07-10/2023-07-10-2141.png,Amazon
Facebook,apwg451514/2023-07/2023-07-10/2023-07-10-4704.png,Apple
Instagram,apwg451514/2023-07/2023-07-10/2023-07-10-8151.png,Instagram
Facebook,apwg451514/2023-07/2023-07-01/2023-07-01-21242.png,Apple
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-22519.png,Government of Canada
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-22806.png,Government of Canada
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-24353.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-25864.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-28084.png,Government of Canada
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-28503.png,Government of Canada
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-29501.png,Government of Canada
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-30491.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-32061.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-14/2023-07-14-33890.png,Government of Canada
Facebook,apwg451514/2023-07/2023-07-27/2023-07-27-35263.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-27/2023-07-27-35328.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-27/2023-07-27-35919.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-27/2023-07-27-36038.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-27/2023-07-27-37255.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-12/2023-07-12-38697.png,Adobe
Facebook,apwg451514/2023-07/2023-07-12/2023-07-12-41941.png,Daum
AT&T,apwg451514/2023-07/2023-07-22/2023-07-22-45540.png,"Twitter, Inc"
Facebook,apwg451514/2023-07/2023-07-22/2023-07-22-46001.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-22/2023-07-22-47158.png,Standard Chartered Bank
Facebook,apwg451514/2023-07/2023-07-22/2023-07-22-47244.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-09/2023-07-09-47487.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-09/2023-07-09-48535.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-13/2023-07-13-51581.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-13/2023-07-13-54974.png,Made-In-China
Facebook,apwg451514/2023-07/2023-07-08/2023-07-08-58399.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-26/2023-07-26-60492.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-26/2023-07-26-60718.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-28/2023-07-28-69931.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-28/2023-07-28-70758.png,PayPal
Facebook,apwg451514/2023-07/2023-07-28/2023-07-28-70889.png,Apple
Facebook,apwg451514/2023-07/2023-07-25/2023-07-25-72455.png,Adobe
Facebook,apwg451514/2023-07/2023-07-25/2023-07-25-72740.png,Apple
Facebook,apwg451514/2023-07/2023-07-25/2023-07-25-72817.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-05/2023-07-05-76676.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-29/2023-07-29-77614.png,Apple
Commonwealth Bank of Australia,apwg451514/2023-07/2023-07-29/2023-07-29-77622.png,Telekom Brunei
Facebook,apwg451514/2023-07/2023-07-29/2023-07-29-78103.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-29/2023-07-29-78394.png,Apple
Facebook,apwg451514/2023-07/2023-07-29/2023-07-29-79236.png,Dropbox
Facebook,apwg451514/2023-07/2023-07-29/2023-07-29-79915.png,Dropbox
Naver Corporation,apwg451514/2023-07/2023-07-29/2023-07-29-80043.png,wp60
Naver Corporation,apwg451514/2023-07/2023-07-29/2023-07-29-81308.png,Naver
DHL,apwg451514/2023-07/2023-07-17/2023-07-17-84054.png,DHL
Facebook,apwg451514/2023-07/2023-07-15/2023-07-15-86045.png,Made-In-China
Facebook,apwg451514/2023-07/2023-07-15/2023-07-15-86328.png,Dropbox
